#seq_name	length	cov.	circ.	repeat	mult.	alt_group	graph_path
contig_101	1509223	19	N	N	3	*	*,-159,101
contig_18	1479408	16	N	N	3	*	18,*
contig_211	809136	17	N	N	3	*	*,211,*
contig_60	587812	13	N	N	2	*	*,60,*
contig_291	545067	15	N	N	2	*	*,291,*
contig_137	472093	15	N	N	3	*	137,*
contig_29	454876	20	N	N	4	*	-1466,29
contig_61	433365	18	N	N	4	*	*,61
contig_469	409492	8	N	N	2	*	*,469,*
contig_39	377586	15	N	N	2	*	*,39
contig_24	360544	18	N	N	4	*	*,24,*
contig_84	352039	15	N	N	2	*	*,84,*
contig_184	347624	12	N	N	3	*	*,184,*
contig_1	322730	14	N	N	2	*	1,-565
contig_78	309795	20	N	N	3	*	78,-406,-203
contig_26	305990	22	N	N	3	*	26,-548
contig_68	299887	7	N	N	1	*	*,68,-536
contig_185	296205	8	N	N	1	*	*,185,*
contig_265	290754	13	N	N	2	*	*,265,1516
contig_263	286593	8	N	N	1	*	*,263,*
contig_455	284069	10	N	N	2	*	*,181,455,*
contig_42	278771	9	N	N	1	*	*,42,43,46
contig_409	271833	15	N	N	3	*	409,*
contig_837	269104	17	N	N	2	*	-582,837
contig_89	257855	16	N	N	2	*	89
contig_236	256642	7	N	N	1	*	236,*
contig_107	255798	15	N	N	2	*	*,107
contig_80	255667	18	N	N	4	*	80,*
contig_256	250789	10	N	N	2	*	821,256,*
contig_48	239960	14	N	N	2	*	*,48
contig_149	234321	13	N	N	1	*	-252,149,565
contig_370	230403	8	N	N	1	*	*,370
contig_168	228581	7	N	N	1	*	*,168,*
contig_194	216412	16	N	N	2	*	-841,194,-957,956
contig_364	216369	7	N	N	1	*	*,364,*
contig_25	213168	18	N	N	4	*	*,701,701,701,25
contig_196	210754	9	N	N	2	*	196,*
contig_125	210033	13	N	N	2	*	*,125,*
contig_955	204861	6	N	N	1	*	*,955,*
contig_209	201099	8	N	N	2	*	717,209,595,*
contig_1308	200800	6	N	N	1	*	*,1308,*
contig_82	199448	14	N	N	2	*	*,82,83
