#seq_name	length	cov.	circ.	repeat	mult.	alt_group	graph_path
contig_232	1704056	12	N	N	1	*	-91,232,*
contig_53	1554519	35	N	N	3	*	53,301
contig_247	897558	32	N	N	2	*	247,-748
contig_122	860067	9	N	N	1	*	*,122,-374,-762
contig_106	794312	9	N	N	2	*	106,*
contig_144	670960	32	N	N	4	*	144,715
contig_98	617050	11	N	N	1	*	*,98,*
contig_271	537762	29	N	N	2	*	-264,271,*
contig_166	526353	53	N	N	5	*	*,166
contig_17	470268	28	N	N	2	*	17,718
contig_174	459550	12	N	N	1	*	*,174,*
contig_285	456791	7	N	N	1	*	*,285,-479
contig_196	454874	33	N	N	3	*	91,39,196
contig_717	448708	28	N	N	2	*	-726,717
contig_365	442625	12	N	N	2	*	*,365
contig_112	437069	47	N	N	5	*	-774,112
contig_258	431288	7	N	N	1	*	*,258,*
contig_170	427297	14	N	N	2	*	-777,-505,170,*
contig_355	406591	12	N	N	3	*	*,355
contig_41	383228	27	N	N	2	*	41,720
contig_443	381547	27	N	N	3	*	443,*
contig_290	377253	42	N	N	5	*	290,291
contig_127	366294	13	N	N	3	*	*,127,*
contig_5	362889	53	N	N	6	*	91,39,5
contig_636	357207	12	N	N	1	*	*,636,*
contig_8	344266	15	N	N	3	*	*,8,*
contig_404	340612	51	N	N	4	*	404
contig_137	333929	8	N	N	2	*	*,137,*
contig_483	320436	11	N	N	2	*	*,483,*
contig_82	314679	50	N	N	5	*	728,82,-369,*
contig_255	278996	11	N	N	1	*	*,255,*
contig_97	255136	9	N	N	2	*	*,97,*
contig_524	250930	31	N	N	3	*	524,-726
contig_746	248805	10	N	N	2	*	*,746,*
contig_10	238362	60	N	N	6	*	291,10,12
contig_747	238223	34	N	N	3	*	747
contig_553	229230	11	N	N	2	*	*,553,*
contig_363	221958	6	N	N	1	*	*,363,*
contig_791	221358	11	N	N	2	*	*,791,*
contig_449	218197	5	N	N	1	*	*,449,*
contig_199	216141	7	N	N	1	*	199,-585,*
contig_783	214596	11	N	N	2	*	*,783,*
contig_311	208764	19	N	N	1	*	*,311
contig_514	206757	11	N	N	2	*	*,514,*
contig_757	200443	31	N	N	3	*	757
contig_459	191913	6	N	N	1	*	*,459,*
contig_781	191281	6	N	N	1	*	*,781,*
contig_771	183792	9	N	N	1	*	*,771,*
contig_36	179452	26	N	N	2	*	36,38
contig_230	174607	4	N	N	1	*	*,230,*
contig_172	166488	4	N	N	1	*	*,172,*
contig_298	166367	36	N	N	3	*	298,750
contig_769	165502	10	N	N	2	*	*,769,*
contig_468	163478	6	N	N	1	*	*,468,*
contig_392	162292	5	N	N	1	*	*,392,*
contig_236	160815	52	N	N	6	*	236
contig_154	155159	7	N	N	1	*	*,154,*
contig_627	154413	5	N	N	1	*	*,627,*
contig_376	151870	7	N	N	1	*	*,376,*
contig_244	146657	15	N	N	1	*	-777,-505,244,*
contig_721	146466	20	N	N	1	*	721,52,*
contig_688	144009	7	N	N	1	*	*,688,*
contig_703	143793	4	N	N	1	*	*,703,*
contig_759	142233	6	N	N	1	*	*,759,*
contig_663	139307	5	N	N	1	*	*,663,*
contig_645	136638	6	N	N	1	*	*,645,*
contig_240	133686	5	N	N	1	*	*,240,*
contig_689	133327	8	N	N	2	*	*,689,*
contig_792	131943	6	N	N	1	*	*,792,*
contig_712	129960	7	N	N	1	*	*,712,*
contig_755	129593	6	N	N	1	*	*,755,*
contig_550	127010	6	N	N	1	*	*,550,*
contig_398	126748	8	N	N	1	*	*,398,*
contig_200	126118	7	N	N	2	*	*,200
contig_698	125198	9	N	N	2	*	*,698,*
contig_176	124188	6	N	N	1	*	*,176,*
contig_379	123912	12	N	N	2	*	*,379,*
contig_356	123239	6	N	N	1	*	*,356,*
contig_480	121335	5	N	N	1	*	480,*
contig_793	119935	7	N	N	1	*	793,*
contig_581	119581	4	N	N	2	*	*,581,*
contig_675	119192	7	N	N	1	*	*,675,*
contig_161	117592	7	N	N	2	*	*,161
contig_149	115750	11	N	N	2	*	*,149,*
contig_761	115730	7	N	N	1	*	*,761,*
contig_310	115469	6	N	N	1	*	*,310,*
contig_18	113929	4	N	N	1	*	*,18,*
contig_756	113545	14	N	N	1	*	756,*
contig_637	112324	3	N	N	1	*	*,637,*
contig_295	112143	6	N	N	1	*	*,295,*
contig_315	107937	10	N	N	2	*	*,315
contig_589	105580	6	N	N	1	*	*,589,*
contig_419	105280	4	N	N	1	*	*,419,*
contig_763	102851	10	N	N	3	*	*,763,648,*
contig_570	102166	5	N	N	1	*	*,570,*
contig_206	100161	4	N	N	1	*	*,206,*
contig_95	100128	11	N	N	2	*	*,95
contig_702	100111	5	N	N	1	*	*,702,*
contig_246	98531	5	N	N	1	*	246,*
contig_680	98143	5	N	N	1	*	*,680,*
contig_770	97591	5	Y	N	1	*	770
contig_709	95853	10	N	N	2	*	*,709,*
contig_158	94438	5	N	N	1	*	*,158
contig_288	93925	25	N	N	1	*	*,288
contig_450	93061	8	N	N	2	*	*,450,*
contig_653	93007	9	N	N	2	*	*,653,*
contig_181	92802	5	N	N	1	*	*,181,*
contig_33	92515	11	N	N	2	*	33,*
contig_169	92126	7	N	N	1	*	*,169,*
contig_284	91966	5	N	N	1	*	*,284,*
contig_519	90704	6	N	N	1	*	519,*
contig_85	90135	9	N	N	3	*	*,85,*
contig_389	89985	5	N	N	1	*	*,389,*
contig_517	89610	4	N	N	1	*	*,517,*
contig_192	89118	9	N	N	2	*	192,*
contig_737	88916	13	N	N	3	*	737,*
contig_683	88431	7	N	N	1	*	*,683,*
contig_658	87977	7	N	N	1	*	*,658,*
contig_705	87221	4	N	N	1	*	*,705,*
contig_216	86479	10	N	N	2	*	*,216,*
contig_700	86302	7	N	N	1	*	*,700,*
contig_381	85611	17	N	N	4	*	*,381,*
contig_614	83856	3	N	N	1	*	*,614,*
contig_322	83756	9	N	N	2	*	322,*
contig_218	83120	12	N	N	2	*	*,218,*
contig_415	82667	5	N	N	1	*	*,415,*
contig_499	81755	10	N	N	2	*	*,499,*
contig_226	80919	5	N	N	1	*	*,745,226
contig_261	80716	28	N	N	2	*	748,261,762
contig_767	80050	3	N	N	1	*	*,767,*
contig_522	80041	9	N	N	1	*	522,*
contig_9	79319	8	N	N	1	*	*,9,*
contig_694	79053	4	N	N	1	*	*,694,*
contig_782	78906	7	N	N	1	*	*,782,*
contig_752	78541	14	N	N	1	*	91,39,752
contig_741	78062	7	N	N	1	*	*,741,-242,*
contig_378	77883	60	N	N	6	*	-110,378,-12
contig_439	77836	10	N	N	2	*	439,*
contig_542	77655	15	N	N	7	*	*,542,*
contig_552	77639	3	N	N	1	*	*,552,*
contig_634	77489	7	N	N	1	*	*,634,*
contig_730	77338	31	N	N	2	*	*,730
contig_30	77054	10	N	N	2	*	*,30
contig_646	76987	5	N	N	1	*	*,646,*
contig_719	76969	4	N	N	1	*	*,719,*
contig_503	75576	4	N	N	1	*	*,503,*
contig_335	75211	7	N	N	1	*	*,335,*
contig_215	75187	4	N	N	1	*	*,215,*
contig_768	74702	10	Y	N	1	*	768
contig_662	73816	5	N	N	1	*	*,662,*
contig_105	73221	4	N	N	1	*	*,105,*
contig_124	71395	5	N	N	1	*	*,124,*
contig_537	71115	9	N	N	1	*	789,-598,537,*
contig_684	70985	5	N	N	1	*	*,684,*
contig_613	70667	9	N	N	1	*	*,613,*
contig_639	70307	4	N	N	1	*	*,639,*
contig_384	69795	4	N	N	1	*	*,384
contig_586	69674	7	N	N	1	*	*,585,586,*
contig_156	69671	9	N	N	1	*	*,156,*
contig_278	69303	6	N	N	1	*	*,278,*
contig_787	68688	5	N	N	1	*	*,787,*
contig_734	68644	4	N	N	1	*	*,734,*
contig_644	67212	4	N	N	1	*	*,644,*
contig_735	66631	9	N	N	2	*	*,735,*
contig_104	66122	17	N	N	2	*	*,464,104,*
contig_263	66117	7	N	N	1	*	*,263,*
contig_382	65961	4	N	N	1	*	*,382,*
contig_289	65921	12	N	N	2	*	*,289,291
contig_784	65767	9	N	N	3	*	*,784
contig_177	65703	12	N	N	1	*	*,177
contig_266	64777	17	N	N	4	*	264,265,266,-715
contig_220	63184	6	N	N	2	*	220
contig_681	63152	4	N	N	1	*	*,681,*
contig_491	62373	4	N	N	1	*	*,491,*
contig_659	61745	4	N	N	1	*	*,659,*
contig_219	60805	5	N	N	2	*	219
contig_695	60534	5	N	N	1	*	*,695,*
contig_440	60274	6	N	N	1	*	*,440,*
contig_475	59602	6	N	N	2	*	475
contig_11	58855	22	N	N	2	*	11,12
contig_274	58691	6	N	N	1	*	*,274,*
contig_458	58466	8	N	N	2	*	*,458,-270,269,*
contig_778	58104	7	Y	N	1	*	778
contig_153	57681	10	N	N	2	*	*,153,*
contig_657	57389	5	N	N	1	*	*,657,*
contig_697	57220	5	N	N	1	*	*,697,*
contig_175	57112	7	N	N	1	*	*,175,*
contig_245	56689	3	N	N	1	*	*,245,*
contig_796	56616	8	N	N	1	*	796,*
contig_691	56207	3	N	N	1	*	*,691,*
contig_676	55873	4	N	N	2	*	*,676
contig_212	55065	4	N	N	1	*	*,212,*
contig_469	54106	3	N	N	1	*	*,469,*
contig_27	53751	27	N	N	3	*	27
contig_159	53669	4	N	N	1	*	159,*
contig_134	53644	6	Y	N	1	*	134
contig_696	53532	5	N	N	1	*	*,696,*
contig_197	53017	26	N	N	2	*	*,197,*
contig_313	52930	5	N	N	1	*	*,313,*
contig_530	52858	7	N	N	1	*	*,530,*
contig_125	52675	6	N	N	1	*	*,125,*
contig_135	52483	6	N	N	1	*	*,135,*
contig_699	52423	6	N	N	1	*	*,699,*
contig_647	52164	6	N	N	1	*	*,647,*
contig_764	52030	5	N	N	1	*	764,*
contig_96	51809	3	N	N	1	*	*,96,*
contig_409	51585	5	N	N	1	*	*,409,*
contig_711	51570	5	N	N	1	*	*,711,*
contig_701	51483	9	N	N	2	*	*,701,*
contig_26	50933	10	N	N	1	*	26
contig_515	50745	5	N	N	1	*	*,515,*
contig_283	50648	8	N	N	2	*	*,283,*
contig_661	50320	8	N	N	1	*	661
contig_345	49812	3	N	N	1	*	*,345,*
contig_281	49239	3	N	N	1	*	*,281,*
contig_438	49162	4	N	N	1	*	*,438,*
contig_758	49028	8	N	N	2	*	*,758,*
contig_795	48853	3	Y	Y	1	*	795
contig_209	48625	14	N	N	3	*	*,209,*
contig_612	48289	4	N	N	1	*	*,612,*
contig_413	48277	7	N	Y	1	*	*,413,*
contig_525	48075	4	N	N	1	*	*,525,*
contig_31	47859	7	N	N	1	*	31
contig_168	47663	19	N	N	2	*	*,168,*
contig_652	47511	5	N	N	1	*	*,652,*
contig_692	47351	3	N	N	1	*	*,692,*
