#seq_name	length	cov.	circ.	repeat	mult.	alt_group	graph_path
contig_189	299666	33	N	N	2	*	-32,189,-188
contig_78	285604	36	N	N	2	*	1258,78,-194
contig_378	256318	8	N	N	1	*	*,378,*
contig_609	203792	7	N	N	1	*	*,609,*
contig_185	171985	46	N	N	4	*	185,77
contig_72	144644	36	N	N	2	*	72
contig_1252	143296	33	N	N	2	*	1251,1252
contig_377	136361	9	N	N	1	*	377,*
contig_167	132242	31	N	N	2	*	-166,167,-63
contig_164	123511	34	N	N	2	*	163,164,-166
contig_373	110887	8	N	N	1	*	373
contig_418	109907	35	N	N	2	*	418,1256
contig_40	109498	28	N	N	2	*	53,39,40
contig_900	106683	7	N	N	1	*	*,900,*
contig_542	103489	7	N	N	1	*	*,542,545
contig_172	100998	28	N	N	2	*	172,60,60,60,60,60,60,60,60,60,60
contig_186	100706	45	N	N	3	*	210,601,186
contig_427	100533	8	N	N	1	*	*,427,*
contig_527	99243	4	N	N	1	*	*,527,*
contig_1095	98428	5	N	N	1	*	*,1095,*
contig_611	96508	6	N	N	1	*	-606,611,*
contig_177	95734	45	N	N	4	*	1261,177,-175,84
contig_543	94920	8	N	N	1	*	*,543,*
contig_485	92940	4	N	N	1	*	-779,485,*
contig_524	87131	4	N	N	1	*	*,524,*
contig_1298	84937	4	N	N	1	*	*,1298,*
contig_1069	84595	4	N	N	1	*	*,1069,*
contig_217	81975	20	N	N	2	*	555,217,-1264
contig_392	80351	6	N	N	1	*	*,392,*
contig_1363	74274	4	N	N	1	*	*,1363,*
contig_1278	73152	6	N	N	1	*	1278,*
contig_772	71336	6	N	N	1	*	*,772,*
contig_1061	71194	7	N	N	1	*	*,1061,*
contig_750	67719	6	N	N	1	*	*,750,*
contig_546	65939	7	N	N	1	*	-545,546,*
contig_407	64971	5	N	N	1	*	-491,407,*
contig_630	64730	6	N	N	1	*	*,630,*
contig_18	64401	8	N	N	1	*	*,18,*
contig_773	62556	6	N	N	1	*	*,773,*
contig_501	62027	7	N	N	1	*	*,501,*
contig_775	61677	4	N	N	1	*	*,775,*
contig_461	61665	6	N	N	1	*	*,461,*
contig_1331	61077	4	N	N	1	*	*,1331,*
contig_400	60662	10	N	N	1	*	-580,-579,400
contig_22	59308	4	N	N	1	*	*,22,*
contig_1232	59143	6	N	N	1	*	*,1232,*
contig_21	58336	4	N	N	1	*	*,21,*
contig_381	57396	7	N	N	1	*	381,*
contig_396	56937	6	N	N	1	*	*,396,*
contig_1357	56928	6	N	N	1	*	*,1357,*
contig_442	56659	25	N	N	2	*	442
contig_76	56072	20	N	N	1	*	276,76,-63
contig_26	55621	4	N	N	1	*	*,26,*
contig_1149	54166	6	N	N	1	*	*,1149,*
contig_1305	54064	8	N	N	1	*	*,1305,*
contig_1151	53865	3	N	N	1	*	*,1151,*
contig_626	53853	6	N	N	1	*	*,626,*
contig_376	53379	7	N	N	1	*	376,*
contig_463	53140	6	N	N	1	*	*,463,*
contig_811	52647	4	N	N	1	*	*,811,*
contig_561	51895	4	N	N	1	*	*,561,*
contig_181	51518	22	N	N	2	*	181,-91
contig_502	51192	4	N	N	1	*	*,502,*
contig_726	50807	6	N	N	1	*	*,726,*
contig_362	50275	28	N	N	2	*	362,335,335,335,335
contig_1311	49853	4	N	N	1	*	*,1311,*
contig_187	48792	20	N	N	1	*	-191,187
contig_1242	48726	5	N	N	1	*	*,1242,*
contig_1231	48323	5	N	N	1	*	*,1231,*
contig_1214	47922	4	N	N	1	*	*,1214,*
contig_870	47885	6	N	N	1	*	*,870,*
