#seq_name	length	cov.	circ.	repeat	mult.	alt_group	graph_path
contig_70	64271	33	N	N	1	*	238,70
contig_68	40592	48	N	N	1	*	-27,-27,-27,-27,-27,-27,-27,31,68,238
contig_350	23761	20	N	N	1	*	*,350,*
contig_278	23084	6	N	N	1	*	*,278,*
contig_195	19852	31	N	N	6	*	172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,173,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,186,172,172,195,-172,-172,-172,-172,-172,-172,-172,-172,-172,-172,-172,-172,-172,-172,-172,-172,-172,-172,-172,-172,-172,-172,-172,-172,-172,-172,-172,-172
contig_344	18503	5	N	Y	1	*	*,344,*
contig_213	16723	9	Y	N	1	*	213
contig_361	16552	5	N	N	1	*	*,361,*
contig_422	14901	16	N	N	2	*	*,422,*
contig_78	13653	32	N	N	1	*	*,78,*
contig_69	13208	20	N	N	1	*	-455,-27,-27,35,-27,-27,-27,69,-238
contig_490	12511	20	Y	N	4	*	490
contig_329	12452	6	N	N	1	*	*,329,*
contig_342	11992	11	N	N	1	*	*,342,*
contig_232	11703	4	N	N	1	*	*,232,*
contig_423	10498	5	N	N	1	*	*,423,*
contig_473	10090	21	Y	N	1	*	473
contig_340	9800	3	N	N	1	*	*,340,*
contig_239	9688	26	N	N	1	*	-238,239,*
contig_327	9484	5	N	N	1	*	*,327,*
contig_485	9262	23	Y	N	1	*	485
contig_266	8924	15	Y	N	1	*	266
contig_448	8772	3	N	N	1	*	*,448,*
contig_370	8727	4	N	N	1	*	*,370,*
contig_407	8724	19	N	N	4	*	*,407,*
contig_196	8409	42	N	N	6	*	172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,196
contig_492	7746	20	Y	N	2	*	492
contig_341	7564	4	N	N	1	*	*,341,*
contig_447	7531	4	N	N	1	*	*,447,*
contig_413	7517	21	N	N	5	*	*,413,*
contig_296	7413	23	N	N	1	*	*,296,*
contig_412	7393	3	N	N	1	*	*,412,*
contig_207	7252	21	Y	N	1	*	207
contig_347	7142	13	N	N	3	*	*,347,*
contig_11	7076	30	Y	N	7	*	11
contig_398	6829	37	Y	N	1	*	398
contig_449	6762	3	N	N	1	*	*,449,*
contig_466	6760	19	Y	N	3	*	466
contig_399	6717	21	Y	N	1	*	399
contig_306	6713	3	N	N	1	*	*,306,*
contig_294	6528	3	N	N	1	*	*,294,*
contig_238	6521	35	N	Y	1	*	238
contig_235	6382	6	N	N	1	*	*,235,*
contig_465	6262	54	Y	N	1	*	465
contig_469	6240	33	Y	N	1	*	469
contig_437	6165	6	N	N	1	*	*,437,*
contig_428	6162	5	N	N	1	*	*,428,*
contig_425	6154	3	N	N	1	*	*,425,*
