#seq_name	length	cov.	circ.	repeat	mult.	alt_group	graph_path
contig_32	1338366	26	N	N	2	*	32,*
contig_211	602994	20	N	N	1	*	211
contig_215	460345	20	N	N	1	*	221,215
contig_205	391501	21	N	N	1	*	205,208,-234
contig_147	359029	20	N	N	1	*	-234,147
contig_85	236103	19	N	N	1	*	*,85,203
contig_194	218056	21	N	N	1	*	194,208,-234
contig_236	175857	22	N	N	1	*	236
contig_56	140430	19	N	N	1	*	-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-24,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,56,-161,*
contig_870	92721	4	N	N	1	*	*,870,*
contig_859	91890	21	N	N	1	*	859
contig_644	89490	5	N	N	1	*	*,644,*
contig_218	87043	9	N	N	1	*	218,221
contig_731	65698	3	N	N	1	*	*,731,*
contig_874	65684	15	Y	N	1	*	874
contig_369	61763	4	N	N	1	*	*,369,*
contig_162	60553	15	Y	N	1	*	162
contig_51	55471	11	N	N	1	*	51,*
contig_146	52934	3	N	N	1	*	*,146,*
contig_222	47083	9	N	N	2	*	-221,222,-219,*
contig_233	45124	19	N	Y	1	80	*,233,*
contig_864	45066	7	N	N	1	*	864,203
contig_786	43914	3	N	N	1	*	*,786,*
contig_880	41947	4	N	N	1	*	*,880,*
contig_204	41667	7	N	N	1	*	-203,204
contig_161	41405	6	N	Y	2	*	*,161
contig_232	40978	17	N	Y	2	80	*,232,*
contig_228	38754	11	N	Y	1	98	228,*
contig_360	38549	4	N	N	1	*	*,360,*
contig_227	38294	6	N	Y	1	98	*,227
contig_238	37416	16	N	Y	1	102	*,238,*
contig_234	36003	24	N	Y	1	*	234
contig_474	35324	4	N	N	1	*	*,474,*
contig_217	34939	8	N	N	1	*	217
contig_570	34431	4	N	N	1	*	*,570,*
contig_202	34211	8	N	Y	1	104	*,202,*
contig_854	33080	5	N	N	1	*	*,854,*
contig_642	30764	3	N	N	1	*	*,642,*
contig_900	30477	42	Y	N	2	*	900
contig_86	30228	6	N	N	1	*	*,86,*
contig_141	28473	22	N	N	3	*	-91,-91,-91,-91,-91,-91,-103,-99,-91,-119,-91,-103,-91,-91,-106,-119,-120,-91,-91,-103,-91,-91,-91,-91,-91,-91,141,92,92,92,96,92,92,87,87,87,87,87,87,102,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87
contig_781	27378	3	N	N	1	*	*,781,*
contig_186	26837	3	N	N	1	*	*,186,*
contig_201	26603	11	N	Y	1	104	*,201,*
contig_510	26353	4	N	N	1	*	*,510,*
contig_210	25681	18	N	N	1	*	210,234
contig_463	24363	3	N	N	1	*	*,463,*
contig_576	24271	3	N	N	1	*	*,576,*
contig_868	24253	21	N	Y	1	106	*,868,*
contig_258	23951	17	N	Y	1	88	*,258,*
contig_497	23807	4	N	N	1	*	*,497,*
contig_492	23616	3	N	N	1	*	*,492,*
contig_388	23340	3	N	N	1	*	*,388,*
contig_381	22817	4	N	N	1	*	*,381,*
contig_616	22788	3	N	N	1	*	*,616,*
contig_259	22749	17	N	Y	2	88	*,259,*
contig_380	22684	8	N	N	2	*	*,380,*
contig_220	22027	9	N	N	1	*	220,-219,*
contig_403	21904	3	N	N	1	*	*,403,*
contig_292	21849	3	N	N	1	*	*,292,*
contig_852	21630	10	N	N	2	*	852,4,4,4,4,4,4,4,4,4,4,4,4
contig_530	21529	3	N	N	1	*	*,530,*
contig_551	21428	4	N	N	1	*	*,551,*
contig_593	21321	5	N	N	1	*	*,593,*
contig_482	21054	3	N	N	1	*	*,482,*
contig_826	21008	3	N	N	1	*	*,826,*
contig_523	20930	3	N	N	1	*	*,523,*
contig_926	20592	6	Y	N	1	*	926
contig_221	20532	9	N	Y	1	*	221
contig_169	20314	3	N	N	1	*	*,169,*
contig_235	20211	4	N	N	1	*	*,235,*
contig_314	19941	5	N	N	1	*	*,314,*
contig_229	19903	6	N	Y	1	98	229
contig_773	19840	5	N	N	1	*	*,773,*
contig_589	19584	5	N	N	1	*	*,589,*
contig_603	19575	3	N	N	1	*	*,603,*
contig_532	19506	3	N	N	1	*	*,532,*
contig_674	19476	4	N	N	1	*	*,674,*
contig_562	19463	5	N	N	1	*	*,562,*
contig_231	19420	8	N	N	1	*	*,231,*
contig_685	19412	3	N	N	1	*	*,685,*
contig_297	19250	3	N	Y	1	112	*,297,*
contig_184	19148	3	N	N	1	*	*,184,*
contig_473	19004	3	N	N	1	*	*,473,*
contig_699	18771	6	N	N	1	*	*,699,*
contig_683	18621	4	N	N	1	*	*,683,*
contig_744	18541	3	N	N	1	*	*,744,*
contig_199	18468	7	N	N	1	*	*,199,*
contig_664	18344	4	N	N	1	*	*,664,*
contig_520	18286	3	N	N	1	*	*,520,*
contig_263	18196	10	N	N	1	*	*,263,*
contig_652	17850	3	N	N	1	*	*,652,*
contig_747	17832	3	N	N	1	*	*,747,*
contig_413	17804	3	N	N	1	*	*,413,*
contig_374	17798	3	N	N	1	*	*,374,*
contig_42	17767	3	N	N	1	*	*,42,*
contig_518	17606	4	N	N	1	*	*,518,*
contig_461	17564	3	N	N	1	*	*,461,*
contig_528	17507	3	N	N	1	*	*,528,*
contig_605	17371	3	N	N	1	*	*,605,*
contig_476	17251	3	N	N	1	*	*,476,*
contig_517	17213	3	N	N	1	*	*,517,*
contig_500	17058	3	N	N	1	*	*,500,*
contig_301	16979	3	N	N	1	*	*,301,*
contig_187	16974	4	N	N	1	*	*,187,*
contig_821	16968	3	N	N	1	*	*,821,*
contig_398	16785	3	N	N	1	*	*,398,*
contig_828	16691	54	Y	N	3	*	828
contig_318	16684	4	N	N	1	*	*,318,*
contig_504	16660	3	N	N	1	*	*,504,*
contig_590	16562	3	N	N	1	*	*,590,*
contig_548	16533	3	N	N	1	*	*,548,*
contig_640	16504	3	N	N	1	*	*,640,*
contig_604	16425	3	N	N	1	*	*,604,*
contig_853	16393	4	N	N	1	*	853,4,4,4,4,4,4
