#seq_name	length	cov.	circ.	repeat	mult.	alt_group	graph_path
contig_38	24981	16	N	N	1	*	*,38,-51,*
contig_34	23182	16	N	Y	1	*	34
contig_35	16003	14	N	N	1	*	34,35,34
contig_118	12787	22	N	N	5	*	*,118,*
contig_87	11105	3	N	N	1	*	*,87,*
contig_32	10199	17	N	N	1	*	*,32,*
contig_94	10169	27	Y	N	2	*	94
contig_33	10108	18	N	N	2	*	*,33,*
contig_56	9718	3	N	N	1	*	*,56,*
contig_63	9667	15	N	N	3	*	*,63,*
contig_5	8832	3	N	N	1	*	*,5,*
contig_31	8075	86	Y	N	2	*	31
contig_26	7752	92	N	N	23	*	*,7,7,8,7,7,7,7,7,7,7,26,-121
contig_117	7677	6	N	N	1	*	*,117,*
contig_81	7401	14	N	N	2	*	*,81,*
contig_129	7142	3	N	N	1	*	*,129,*
contig_150	7064	20	Y	Y	6	*	150
contig_116	7033	3	N	N	1	*	*,116,*
contig_68	6891	10	N	N	1	*	*,68,*
contig_138	6725	14	Y	N	3	*	138
contig_95	6533	4	N	N	1	*	*,95,*
contig_123	6513	24	N	N	4	*	*,123,*
contig_49	6220	3	N	N	1	*	*,49,*
contig_100	5739	3	N	N	1	*	*,100,*
contig_143	5555	21	Y	N	4	*	143
contig_142	5100	10	Y	Y	2	*	142
contig_29	4782	77	Y	Y	2	*	29
contig_141	4584	21	Y	Y	1	*	141
contig_153	4564	21	Y	Y	3	*	153
contig_121	4413	23	N	Y	1	*	121
contig_53	4385	104	N	N	2	*	*,53,*
contig_54	4336	14	N	N	3	*	*,54,*
contig_119	4334	19	N	N	4	*	*,119,*
contig_84	4325	19	Y	Y	2	*	84
contig_136	4275	16	Y	Y	2	*	136
contig_88	4185	21	Y	Y	1	*	88
contig_134	4150	121	N	N	20	*	*,134,*
contig_113	4108	20	N	N	3	*	*,113,*
contig_93	4096	35	N	Y	1	*	93
contig_37	4073	19	N	N	2	*	*,37,*
contig_154	4044	21	Y	Y	1	*	154
contig_151	4010	10	Y	Y	1	*	151
contig_30	3945	20	N	N	2	*	*,30,*
contig_140	3914	17	Y	Y	2	*	140
contig_75	3912	40	N	N	10	*	*,75,*
contig_126	3837	15	Y	Y	2	*	126
contig_149	3734	20	Y	Y	5	*	149
contig_139	3687	21	Y	Y	2	*	139
contig_64	3687	27	N	Y	2	*	64
contig_152	3573	20	Y	Y	5	*	152
contig_67	3550	8	N	N	1	*	*,67,*
contig_77	3423	30	Y	Y	1	*	77
contig_97	3350	30	Y	Y	1	*	97
contig_61	3329	19	N	N	3	*	*,61,*
contig_91	3271	3	N	N	1	*	*,91,*
contig_62	3240	22	N	N	2	*	*,62,*
contig_144	3210	41	Y	Y	2	*	144
contig_145	3131	29	Y	Y	1	*	145
contig_147	3087	20	Y	Y	1	*	147
contig_132	2910	21	N	Y	1	*	132
contig_90	2908	21	N	Y	5	4	*,90,*
contig_76	2824	21	N	Y	7	*	76
contig_96	2776	3	N	N	1	*	*,96,*
contig_120	2714	23	N	N	2	*	*,120,*
contig_137	2696	26	Y	Y	2	*	137
contig_66	2646	13	N	N	1	*	*,66,*
contig_124	2626	12	N	N	2	*	*,124,*
contig_114	2625	5	Y	Y	1	*	114
contig_36	2549	8	N	N	2	*	*,36,*
contig_19	2547	48	N	Y	2	*	*,19,*
contig_148	2541	16	Y	Y	3	*	148
contig_146	2535	9	N	Y	1	8	*,146,*
contig_112	2505	21	N	Y	10	*	112
contig_82	2485	17	N	N	3	*	*,82,*
contig_25	2430	70	N	Y	17	*	*,25,*
contig_105	2424	24	Y	Y	1	*	105
contig_131	2348	19	Y	Y	1	*	131
contig_106	2340	39	Y	Y	1	*	106
contig_59	2301	15	Y	Y	3	*	59
contig_83	2207	14	N	N	3	*	*,83,*
contig_133	2145	28	N	Y	2	*	*,133,*
contig_128	2143	19	N	N	3	*	*,128,*
contig_125	2057	7	Y	Y	1	*	125
contig_86	2050	11	N	Y	3	8	*,86,*
contig_60	1977	19	Y	Y	1	*	60
contig_73	1890	20	N	N	2	*	*,73,*
contig_57	1887	17	N	Y	2	2	*,57,*
contig_102	1782	20	Y	Y	1	*	102
contig_80	1775	178	N	N	35	*	*,80,*
contig_55	1698	21	Y	Y	1	*	55
contig_135	1695	20	Y	Y	2	*	135
contig_104	1676	70	Y	Y	2	*	104
contig_15	1574	85	N	Y	42	*	*,15,*
contig_122	1571	20	N	N	4	*	*,122,*
contig_130	1552	21	N	N	1	*	*,130,*
contig_65	1467	20	N	N	5	*	64,65
contig_39	1453	21	N	Y	1	*	39
contig_127	1402	12	N	N	1	*	*,127,*
contig_89	1364	20	N	Y	3	4	*,89,*
contig_69	1359	21	N	Y	1	*	69
contig_107	1346	21	N	Y	1	*	107
contig_101	1276	15	N	Y	1	6	*,101,*
contig_99	1264	23	N	Y	1	*	99
contig_23	1213	74	N	Y	9	*	*,23,*
contig_72	1211	65	N	Y	5	*	72
contig_74	1179	20	N	Y	10	*	74
contig_115	1126	11	N	N	1	*	*,115,*
contig_108	1076	20	N	Y	1	*	108
contig_13	1043	21	N	Y	1	*	*,13,*
contig_2	1023	21	N	Y	7	*	2
contig_24	968	20	N	Y	1	*	*,24,*
contig_110	953	20	N	Y	1	*	110
contig_16	938	22	N	Y	1	*	*,16,*
contig_22	904	20	N	Y	1	*	*,22,*
contig_17	876	21	N	Y	1	*	*,17,*
contig_14	858	20	N	Y	1	*	*,14,*
contig_58	853	5	N	Y	1	2	*,58,*
contig_85	839	7	N	Y	1	8	*,85,*
contig_10	825	30	N	Y	1	*	*,10,*
contig_48	801	14	N	Y	4	*	48
contig_11	792	21	N	Y	1	*	*,11,*
contig_6	786	20	N	Y	1	*	6
contig_18	738	20	N	Y	1	*	*,18,*
contig_111	725	20	N	Y	2	*	111
contig_71	684	20	N	Y	1	*	71
contig_21	682	20	N	Y	1	*	*,21,*
contig_78	674	113	N	Y	3	*	78
contig_92	672	20	N	Y	1	*	92
contig_12	642	39	N	Y	1	*	*,12,*
contig_109	639	20	N	Y	1	*	109
contig_41	628	20	N	Y	1	*	41
contig_47	626	20	N	Y	1	*	47
contig_40	625	20	N	Y	1	*	40
contig_46	624	20	N	Y	1	*	46
contig_1	621	20	N	Y	1	*	1
contig_79	608	36	N	Y	3	*	79
contig_52	607	15	N	N	3	*	*,52,*
contig_9	587	20	N	Y	1	*	*,9,*
contig_3	584	111	N	Y	3	*	3
contig_103	583	17	N	Y	2	6	*,103,*
contig_28	581	19	N	Y	1	*	28
contig_98	549	17	N	Y	1	*	98
contig_27	539	34	N	Y	1	*	27
contig_44	532	14	N	Y	1	*	44
contig_43	531	12	N	Y	1	*	43
contig_45	519	20	N	Y	1	*	45
contig_50	517	22	N	N	1	*	*,50,*
contig_4	510	41	N	Y	1	*	4
contig_20	27	21	N	Y	1	*	*,20,*
contig_70	22	29	N	Y	1	*	70
