#seq_name	length	cov.	circ.	repeat	mult.	alt_group	graph_path
contig_113	722975	24	N	N	1	*	504,113
contig_187	529503	22	N	N	1	*	-166,159,-165,-215,-164,187
contig_170	324621	27	N	N	1	*	143,157,170
contig_156	284929	29	N	N	1	*	156
contig_204	167446	29	N	N	1	*	198,204,*
contig_173	131572	20	N	N	1	*	-205,173,-175,227
contig_237	117234	20	N	N	1	*	500,-215,237
contig_35	87822	31	N	N	1	*	35,343,278
contig_211	51046	13	N	N	1	*	211,-209,-186,-496,-207
contig_290	49445	25	N	N	1	*	-216,290
contig_259	48521	18	Y	N	1	*	259
contig_34	47638	7	N	N	1	*	*,34,*
contig_352	47344	3	N	N	1	*	*,352,*
contig_495	46413	32	N	Y	1	*	495
contig_315	44961	5	N	N	1	*	*,315,*
contig_458	42940	4	N	N	1	*	*,458,*
contig_222	37784	21	N	N	1	*	222,-498,-231,-188
contig_238	32094	14	N	N	1	*	-180,144,-179,238,-235,207
contig_225	31857	26	N	N	1	*	225,-205
contig_366	31130	26	Y	N	1	*	366
contig_210	30842	8	N	N	1	*	210,-209
contig_280	30620	20	N	N	1	*	*,280
contig_501	30585	31	N	Y	1	*	501
contig_216	30375	23	N	Y	1	*	216
contig_342	29905	4	N	N	1	*	*,342,*
contig_236	28675	20	N	N	1	*	-218,236,-235,207,-497
contig_234	26047	17	N	N	2	*	-160,-166,234,-216
contig_444	25898	5	N	N	1	*	216,444,-499
contig_226	23738	12	N	N	4	*	154,226,*
contig_294	23119	5	N	N	1	*	*,294,*
contig_390	22691	3	N	N	1	*	*,390,*
contig_278	22158	26	N	Y	1	*	278
contig_269	22050	7	N	N	2	*	212,213,269
contig_227	21831	22	N	Y	1	*	227
contig_16	21723	18	N	N	2	*	5,5,5,5,5,5,5,16,-33,-33,-33,-33,-33,-33,-33,-33,-33,-33,-33,-33,-33,-33,-33,-33,-33,-33,-33,-33,-33,-33
contig_306	20846	4	N	N	1	*	*,306,*
contig_172	20096	8	N	N	1	*	172,216
contig_364	19445	4	N	N	1	*	*,364,*
contig_191	19359	18	N	N	1	*	144,191,-154,-227
contig_481	18549	3	N	N	1	*	*,481,*
contig_229	15427	18	N	N	18	*	229,-228
contig_268	15317	11	N	N	2	*	212,213,268
contig_475	15263	3	N	N	1	*	*,475,*
contig_509	15252	12	Y	N	2	*	509
contig_205	14894	19	N	Y	1	*	205
contig_500	14436	17	N	Y	1	*	500
contig_223	13771	6	N	N	1	*	*,-472,223
contig_374	13714	3	N	N	1	*	*,374,*
contig_230	13102	19	N	N	19	*	230,-228
contig_184	12679	9	N	N	1	*	190,144,184,185,-227
contig_447	12520	3	N	N	1	*	*,447,*
contig_21	12107	95	N	N	23	*	6,7,7,9,2,3,4,4,4,21,-278
contig_240	11880	12	N	N	1	*	*,240,*
contig_196	11508	6	N	N	1	*	227,-185,-215,196
contig_494	11317	9	N	N	1	*	4,18,494,*
contig_273	11051	4	N	N	1	*	*,273,*
contig_503	10754	6	N	N	1	*	*,503,*
contig_300	10617	3	N	N	1	*	*,300,*
contig_439	10197	32	N	N	8	*	*,439,*
contig_516	10192	5	Y	Y	1	*	516
contig_197	10012	4	N	N	1	*	153,197,-161,-144
contig_241	10000	3	N	N	1	*	*,241,*
contig_538	9992	19	Y	N	2	*	538
contig_37	9608	7	N	N	1	*	*,37,*
contig_518	9517	57	Y	N	1	*	518
contig_299	9342	3	N	N	1	*	*,299,*
contig_473	9331	5	N	N	1	*	*,473,*
contig_526	9293	4	Y	N	1	*	526
contig_114	8969	4	N	N	1	*	*,114,*
contig_356	8829	43	Y	N	10	*	356
contig_479	8530	3	N	N	1	*	*,479,*
contig_140	8504	38	N	N	3	*	132,135,138,135,127,140,126,129,126,137,134
contig_145	8352	7	N	N	1	*	143,144,145,-153
contig_489	8326	3	N	N	1	*	*,489,*
contig_264	8309	13	N	N	3	*	*,263,263,264,345
contig_388	8294	15	N	N	15	*	*,388,*
contig_323	8282	5	N	N	1	*	*,323,*
contig_530	8126	5	N	N	1	*	*,530,*
contig_304	8083	20	Y	N	2	*	304
contig_520	8016	17	Y	N	1	*	520
contig_547	7995	6	Y	N	1	*	547
contig_389	7971	9	Y	N	1	*	389
contig_270	7947	3	N	N	1	*	*,270,*
contig_522	7856	33	Y	N	1	*	522
contig_251	7678	13	Y	N	1	*	251
contig_467	7467	20	N	N	2	*	465,467,-466,*
contig_463	7431	4	N	N	1	*	*,463,*
contig_477	7420	20	Y	N	1	*	477
contig_149	7366	18	N	N	1	*	497,149
contig_317	7344	21	Y	N	2	*	317
contig_295	7245	3	N	N	1	*	*,295,*
contig_201	7232	3	N	N	1	*	-495,201,-200
contig_499	7193	8	N	Y	1	*	499
contig_218	7172	22	N	Y	1	*	218
contig_293	6788	6	N	N	1	*	*,293,*
contig_524	6756	55	Y	N	1	*	524
contig_262	6655	9	Y	N	1	*	262
contig_221	6629	20	N	N	4	*	218,221,*
contig_523	6612	36	Y	N	1	*	523
contig_375	6533	6	N	N	1	*	-200,375,471,*
contig_297	6474	9	Y	N	1	*	297
contig_482	6424	12	N	N	3	*	*,482,*
contig_527	6409	38	Y	N	2	*	527
contig_543	6403	56	Y	Y	28	*	543
contig_277	6360	3	N	N	1	*	*,277,*
contig_199	6244	3	N	Y	1	*	199
contig_353	6200	13	N	N	2	*	*,353,*
contig_534	6167	25	Y	N	1	*	534
contig_301	6130	5	Y	N	1	*	301
contig_325	5948	6	Y	N	1	*	325
contig_470	5886	5	N	N	1	*	*,470,*
contig_484	5859	3	N	N	1	*	*,484,*
contig_256	5800	6	N	N	1	*	*,256,*
contig_540	5795	3	Y	N	1	*	540
contig_233	5745	3	N	N	1	*	*,233,*
contig_319	5720	21	Y	N	1	*	319
contig_141	5654	5	Y	N	1	*	141
contig_1	5564	3	N	N	1	*	*,1,*
contig_260	5489	4	N	N	1	*	*,260,*
contig_542	5458	14	Y	N	1	*	542
contig_448	5441	20	Y	N	3	*	448
contig_537	5379	13	Y	N	1	*	537
contig_94	5370	4	N	N	1	*	*,94,*
contig_224	5288	11	N	N	1	*	144,224,-498
contig_337	5283	60	Y	N	2	*	337
contig_292	5237	5	N	Y	1	26	*,292,*
contig_250	5171	4	N	N	1	*	*,250,*
contig_541	5166	47	Y	N	1	*	541
contig_519	5122	32	Y	N	1	*	519
contig_446	5115	3	N	N	1	*	*,446,*
contig_462	5106	20	N	N	5	*	*,462,*
contig_155	5085	11	N	Y	1	*	155
contig_532	5078	31	Y	N	1	*	532
contig_515	4952	7	Y	Y	1	*	515
contig_214	4919	7	N	N	1	*	*,214,*
contig_321	4906	20	N	N	5	*	*,321,*
contig_386	4899	4	N	N	1	*	*,386,*
contig_549	4894	52	Y	Y	2	*	549
contig_506	4848	46	Y	Y	1	*	506
contig_181	4812	17	N	Y	1	*	181
contig_544	4779	20	Y	Y	1	*	544
contig_407	4773	8	N	Y	4	*	*,407,*
contig_539	4678	20	Y	Y	1	*	539
contig_160	4666	6	N	Y	1	*	160
contig_249	4665	6	N	Y	1	76	*,249,*
contig_287	4662	20	N	N	4	*	*,287,*
contig_15	4616	19	N	Y	6	*	15
contig_171	4577	8	N	Y	1	58	171
contig_303	4549	9	N	Y	1	84	*,303,*
contig_357	4536	21	Y	Y	3	*	357
contig_435	4436	3	N	N	1	*	*,435,*
contig_217	4359	19	N	Y	1	*	217
contig_344	4310	64	N	Y	2	*	344
contig_220	4257	20	N	Y	1	*	220
contig_456	4241	190	Y	Y	14	*	456
contig_376	4139	5	N	N	1	*	*,376,*
contig_469	4070	6	Y	Y	1	62	469
contig_365	4060	6	N	N	1	*	*,365,*
contig_551	4043	13	Y	Y	4	*	551
contig_371	4021	57	Y	Y	1	*	371
contig_505	3983	4	Y	Y	1	*	505
contig_434	3961	5	N	N	1	*	*,434,*
contig_432	3876	24	N	Y	6	*	432
contig_508	3847	26	Y	Y	1	*	508
contig_271	3819	20	Y	Y	1	*	271
contig_340	3798	19	Y	Y	1	*	340
contig_433	3788	29	N	N	1	*	*,433,*
contig_279	3736	11	N	N	1	*	*,279,*
contig_195	3735	11	N	Y	1	*	195
contig_437	3675	14	N	N	3	*	*,437,*
contig_449	3534	21	N	Y	1	*	449
contig_253	3511	4	N	N	1	*	*,253,*
contig_167	3507	8	N	Y	1	*	167
contig_158	3480	13	N	Y	1	*	158
contig_147	3471	10	N	Y	1	*	147
contig_305	3469	4	Y	Y	1	56	305
contig_377	3435	23	Y	Y	1	*	377
contig_394	3410	3	N	N	1	*	*,394,*
contig_391	3361	21	Y	Y	1	*	391
contig_412	3353	44	Y	Y	1	*	412
contig_546	3352	50	Y	Y	1	*	546
contig_548	3345	20	Y	Y	2	*	548
contig_19	3344	3	N	N	1	*	*,19,*
contig_545	3322	14	Y	Y	1	*	545
contig_517	3259	31	Y	Y	1	*	517
contig_465	3218	20	N	Y	1	*	465
contig_512	3192	8	Y	Y	1	*	512
contig_474	3160	12	N	N	2	*	*,474,*
contig_258	3148	9	N	Y	1	78	*,258,*
contig_203	3146	7	N	N	1	*	*,203,*
contig_403	3132	38	N	Y	1	*	403
contig_488	3131	20	N	Y	4	*	488
contig_528	3131	77	Y	Y	2	*	528
contig_453	3130	6	N	N	1	*	*,453,*
contig_244	3105	27	N	Y	1	*	244
contig_513	3082	52	Y	Y	1	*	513
contig_298	3078	6	N	N	1	*	*,298,*
contig_443	3060	8	Y	Y	1	*	443
contig_324	3051	51	N	N	2	*	*,324,*
contig_338	3049	20	N	N	1	*	*,341,338,339,*
contig_362	3036	3	N	N	1	*	*,362,*
contig_163	3016	13	N	Y	1	*	163
contig_476	3010	20	Y	Y	1	*	476
contig_510	3004	6	Y	Y	1	*	510
contig_322	2998	6	Y	Y	1	*	322
contig_291	2953	8	N	Y	1	26	*,291,*
contig_406	2933	9	Y	Y	1	*	406
contig_202	2916	7	N	N	1	*	*,202,*
contig_550	2910	20	Y	Y	5	*	550
contig_22	2893	15	N	N	1	*	*,22,*
contig_232	2887	20	N	Y	1	*	232
contig_281	2887	4	Y	Y	1	*	281
contig_445	2882	3	N	N	1	*	*,445,*
contig_302	2878	6	N	Y	1	84	*,302,*
contig_398	2832	55	N	Y	6	*	398
contig_358	2777	6	N	N	1	*	*,358,*
contig_261	2745	4	Y	Y	1	66	261
contig_480	2685	97	N	N	24	*	*,480,*
contig_483	2677	3	N	N	1	*	*,483,*
contig_535	2640	21	Y	Y	1	*	535
contig_381	2639	16	N	N	1	*	*,381,*
contig_320	2624	3	N	N	1	*	*,320,*
contig_478	2600	9	N	N	2	*	*,478,*
contig_533	2576	9	Y	Y	1	*	533
contig_274	2554	3	N	N	1	*	*,274,*
contig_355	2533	20	N	Y	5	86	*,355,*
contig_208	2525	6	N	N	1	*	*,208,*
contig_529	2517	20	N	Y	1	32	*,529,*
contig_24	2504	3	N	N	1	*	*,24,*
contig_511	2482	11	Y	Y	1	*	511
contig_507	2467	20	Y	Y	1	*	507
contig_288	2454	3	N	N	1	*	*,288,*
contig_102	2424	96	N	Y	48	*	102
contig_387	2394	6	N	N	1	*	*,387,*
contig_514	2385	39	Y	Y	1	*	514
contig_457	2377	4	N	N	1	*	*,457,*
contig_490	2348	21	Y	Y	4	*	490
contig_492	2344	16	Y	Y	1	*	492
contig_189	2321	20	N	Y	1	*	189
contig_20	2307	143	N	N	14	*	*,20,*
contig_36	2275	3	N	N	1	*	*,36,*
contig_440	2275	51	Y	Y	1	*	440
contig_246	2180	45	N	N	2	*	*,246,*
contig_133	2169	21	N	Y	3	*	133
contig_206	2164	6	N	N	3	*	*,206,*
contig_436	2162	20	N	Y	10	*	436
contig_248	2160	20	N	Y	1	76	*,248,*
contig_536	2140	103	N	Y	3	*	536
contig_177	2127	10	N	Y	1	*	177
contig_112	2076	20	Y	Y	1	*	112
contig_422	2069	20	N	Y	1	*	422
contig_502	2024	15	N	Y	1	78	*,502,*
contig_521	2021	23	Y	Y	1	*	521
contig_168	2014	3	N	Y	1	*	168
contig_169	1994	7	N	Y	1	*	169
contig_47	1987	110	N	Y	55	*	47
contig_493	1957	25	N	Y	1	*	493
contig_409	1950	31	N	Y	1	*	409
contig_367	1895	78	N	N	19	*	*,367,*
contig_363	1884	28	Y	Y	1	*	363
contig_245	1792	27	Y	Y	1	*	245
contig_333	1769	9	Y	Y	1	46	333
contig_491	1754	85	N	N	21	*	*,491,*
contig_296	1743	6	N	N	1	*	*,296,*
contig_75	1743	298	N	Y	149	*	75
contig_162	1681	7	N	Y	1	*	162
contig_525	1641	10	N	Y	1	*	525
contig_178	1619	6	N	Y	1	*	178
contig_423	1614	20	N	Y	1	*	423
contig_14	1590	3	N	Y	1	*	14
contig_416	1557	73	N	Y	2	*	416
contig_48	1534	20	N	Y	5	*	48
contig_192	1526	7	N	Y	1	*	192
contig_318	1520	20	N	N	5	*	*,318,*
