#seq_name	length	cov.	circ.	repeat	mult.	alt_group	graph_path
contig_348	593854	17	N	N	1	*	*,348,*
contig_418	464620	15	N	N	1	*	*,414,418,*
contig_377	399771	9	N	N	1	*	*,377,*
contig_812	366087	13	N	N	1	*	812
contig_249	296341	10	N	N	1	*	*,249
contig_268	271343	10	N	N	1	*	268,*
contig_88	265321	10	N	N	1	*	-57,58,88,*
contig_260	220458	11	N	N	1	*	*,260,-56,*
contig_103	188913	10	N	N	1	*	*,103,*
contig_397	175193	11	N	N	1	*	*,397,*
contig_534	161395	16	N	N	1	*	534,*
contig_324	144822	5	N	N	1	*	*,324,*
contig_276	116307	7	N	N	1	*	*,276,*
contig_545	115673	6	N	N	2	*	*,545,-475,*
contig_875	106476	5	N	N	1	*	*,875,*
contig_517	99804	6	N	N	1	*	*,517,*
contig_649	96738	11	N	N	1	*	*,649,*
contig_856	92572	6	N	N	1	*	*,856,*
contig_92	90699	6	N	N	1	*	*,92,*
contig_867	83454	7	N	N	1	*	*,867,*
contig_419	81972	5	N	N	1	*	*,419,*
contig_91	79390	11	N	N	1	*	-57,58,91,*
contig_783	79178	5	N	N	1	*	*,783,*
contig_718	77262	6	N	N	1	*	*,718,*
contig_759	74402	4	N	N	1	*	*,759,*
contig_616	74382	5	N	N	1	*	*,616,*
contig_766	73032	8	N	N	1	*	*,766,*
contig_754	72179	9	N	N	2	*	*,754,*
contig_851	72134	6	N	N	1	*	*,851,*
contig_752	71671	3	N	N	1	*	*,752,*
contig_313	68875	10	N	N	1	*	*,313,*
contig_375	67812	6	N	N	1	*	*,375,*
contig_641	66818	7	N	N	1	*	*,641,-901,*
contig_858	66481	5	N	N	1	*	*,858,*
contig_804	64335	5	N	N	1	*	*,804,*
contig_700	61430	9	N	N	1	*	*,700,*
contig_798	60391	8	N	N	2	*	*,798,*
contig_435	60151	4	N	N	1	*	*,435,*
contig_862	59825	6	N	N	1	*	*,862,*
contig_838	59390	7	N	N	1	*	*,838,383,839,387
contig_904	57275	8	N	N	2	*	*,904,*
contig_786	57120	8	N	N	1	*	*,786,*
contig_118	56232	48	N	N	3	*	-124,810,134,118
contig_731	55026	10	N	N	1	*	*,731
contig_284	54910	6	N	N	1	*	*,284,*
contig_518	54369	9	N	N	1	*	*,518,*
contig_733	54326	4	N	N	1	*	*,733,*
contig_755	54021	5	N	N	1	*	*,755,*
contig_148	53408	6	N	N	1	*	*,148,*
contig_792	51544	5	N	N	1	*	*,792,*
contig_723	50920	6	N	N	1	*	*,723,*
contig_840	50396	6	N	N	1	*	*,-880,-634,-389,388,840,*
contig_676	50367	6	N	N	1	*	*,676,*
contig_365	50241	3	N	N	1	*	*,365,*
contig_799	48268	6	N	N	1	*	-57,58,799,*
contig_818	47668	6	N	N	1	*	*,818,*
contig_777	46906	5	N	N	1	*	*,777,*
contig_533	44694	7	N	N	1	*	*,533,*
contig_440	44076	7	N	N	1	*	*,440,*
contig_809	43824	9	N	N	1	*	809
contig_350	43768	10	Y	N	1	*	350
