#seq_name	length	cov.	circ.	repeat	mult.	alt_group	graph_path
contig_693	1402620	21	N	N	1	*	*,693
contig_1276	882227	28	N	N	2	*	1276,4341
contig_1012	855258	13	N	N	1	*	*,1012,-7811
contig_492	805717	27	N	N	2	*	492
contig_1282	645357	199	N	N	15	*	1282
contig_852	640283	218	N	N	17	*	-2118,852
contig_1538	604671	15	N	N	1	*	*,1538,*
contig_610	597414	164	N	N	12	*	610,624
contig_4090	552490	13	N	N	1	*	4090,7258
contig_637	525949	153	N	N	12	*	633,637,649
contig_2307	517874	21	N	N	1	*	2307
contig_598	463253	15	N	N	1	*	*,598,*
contig_579	453932	19	N	N	1	*	579,2133
contig_72	440106	47	N	N	3	*	2860,3144,3145,72,-7792,-897,-896,-896,-896,-896,-896,-896,907,2186,*
contig_296	414258	9	N	N	1	*	296
contig_35	412397	19	N	N	1	*	7709,35
contig_3422	390349	33	N	N	2	*	3422
contig_2637	390258	23	N	N	1	*	2637,7872
contig_386	388337	18	N	N	1	*	386,*
contig_98	371079	17	N	N	1	*	-3742,98,8164
contig_88	360036	23	N	N	1	*	88
contig_443	348540	8	N	N	1	*	*,443,*
contig_84	330612	26	N	N	2	*	*,84
contig_1455	313272	33	N	N	2	*	1458,1455
contig_1561	297003	13	N	N	1	*	*,1561,*
contig_1246	296290	175	N	N	13	*	-910,1246
contig_3454	295713	36	N	N	2	*	3022,3454
contig_529	290430	9	N	N	1	*	*,529,*
contig_1241	290003	21	N	N	1	*	1241
contig_1743	287698	20	N	N	1	*	1743
contig_2351	274851	174	N	N	13	*	2351
contig_996	268626	181	N	N	13	*	996,7840
contig_738	265730	19	N	N	1	*	738
contig_522	264724	25	N	N	2	*	2396,5713,522,-7778
contig_5687	261574	15	N	N	1	*	*,5687,*
contig_1477	243600	28	N	N	2	*	1477
contig_4206	242367	25	N	N	2	*	4206
contig_7834	232732	11	N	N	1	*	7834,*
contig_106	224598	171	N	N	13	*	658,106,7772
contig_1819	223603	32	N	N	2	*	-7880,1819
contig_1504	222166	31	N	N	2	*	1504
contig_2021	220212	9	N	N	1	*	2021,-1536
contig_1443	217912	38	N	N	3	*	1443,1447,-1446,*
contig_2405	211707	8	N	N	1	*	*,2405,*
contig_7973	209875	19	N	N	1	*	7973
contig_760	208250	30	N	N	2	*	760
contig_1124	206539	7	N	N	1	*	*,1124,*
contig_967	200800	41	N	N	3	*	967
contig_876	193389	21	N	N	1	*	876,*
contig_4035	192395	25	N	N	1	*	-916,-7707,-80,-68,-64,4035,-7922
contig_7708	189604	41	N	N	2	*	*,7708
contig_334	187947	12	N	N	1	*	*,334,*
contig_3925	181303	9	N	N	1	*	*,3925,*
contig_413	176352	38	N	N	3	*	413,3608,-3606
contig_2770	175986	7	N	N	1	*	*,2770,*
contig_1280	175599	13	N	N	1	*	*,1280,-7756
contig_7794	175040	175	N	N	13	*	7794,-1297
contig_1509	173370	13	N	N	1	*	*,1509
contig_1130	169896	35	N	N	2	*	1130,*
contig_2655	169482	13	N	N	1	*	*,2655,*
contig_3605	169009	38	N	N	2	*	3605
contig_2126	167212	7	N	N	1	*	*,2126,*
contig_1126	166443	6	N	N	1	*	*,1126,*
contig_8015	164615	10	N	N	1	*	8015
contig_7876	161907	7	N	N	1	*	*,7876,*
contig_1047	161252	44	N	N	2	*	1047,*
contig_1794	159738	27	N	N	1	*	-7921,1794
contig_7706	156301	6	N	N	1	*	*,7706,*
contig_3853	155621	6	N	N	1	*	*,3853,*
contig_7773	153370	6	N	N	1	*	*,7773,*
contig_1383	152119	7	N	N	1	*	1383,*
contig_1880	151257	17	N	N	1	*	1880,-8164
contig_1141	139383	24	N	N	1	*	-1138,1137,1139,1141
contig_1161	139197	33	N	N	2	*	2305,1161,-1138
contig_7852	137895	7	N	N	1	*	*,7852,*
contig_77	137498	42	N	N	3	*	-916,-7707,-80,-68,-64,77
contig_4588	136869	5	N	N	1	*	*,4588,*
contig_1600	131786	13	N	N	1	*	*,1600,1601,*
contig_1013	131114	14	N	N	1	*	-1195,1013,*
contig_3598	129026	9	N	N	1	*	3598,*
contig_1078	127962	7	N	N	1	*	*,1078,*
contig_2701	127385	7	N	N	1	*	*,2701,*
contig_447	126622	31	N	N	2	*	447
contig_100	126506	20	N	N	1	*	-102,100
contig_2889	126362	41	N	N	2	*	2889
contig_2878	125022	6	N	N	1	*	*,-7937,2878,*
contig_6554	124318	7	N	N	1	*	*,6554,*
contig_7958	124318	6	N	N	1	*	7958,*
contig_2892	122979	8	N	N	1	*	*,7884,2892,*
contig_1496	120862	5	N	N	1	*	*,1496,*
contig_7891	119958	4	N	N	1	*	*,7891,*
contig_7833	119844	170	N	N	12	*	7779,7833,1295,-7772
contig_7947	118855	5	N	N	1	*	*,7947,*
contig_1651	118615	9	N	N	1	*	*,1651
contig_7725	118409	52	N	N	3	*	-7726,7725
contig_7898	117970	4	N	N	1	*	*,7898,*
contig_1851	115294	26	N	N	1	*	1851,*
contig_1354	114620	6	N	N	1	*	*,1354,*
contig_2875	114061	17	N	N	1	*	*,2875
contig_7717	113309	6	N	N	1	*	*,7717,*
contig_2202	111173	40	N	N	2	*	2202
