#seq_name	length	cov.	circ.	repeat	mult.	alt_group	graph_path
contig_132	729621	17	N	N	3	*	420,132,*
contig_202	663585	15	N	N	3	*	*,202
contig_8	642074	11	N	N	2	*	*,8,-250,*
contig_67	582265	16	N	N	3	*	*,67
contig_80	574023	11	N	N	2	*	*,80,*
contig_11	491339	9	N	N	1	*	*,11,-54
contig_335	483166	10	N	N	2	*	*,335,468,469
contig_34	481551	14	N	N	3	*	*,34,*
contig_235	463824	19	N	N	5	*	*,234,235,227,-228
contig_281	430473	18	N	N	3	*	*,281
contig_37	352439	12	N	N	3	*	*,37,*
contig_158	332704	7	Y	N	1	*	158
contig_153	309963	11	N	N	3	*	980,153,1040,1040,*
contig_716	299165	5	N	N	1	*	*,716,*
contig_12	290361	8	N	N	1	*	*,12,*
contig_33	277289	20	N	N	4	*	-955,33,-147
contig_249	269038	11	N	N	2	*	249
contig_177	243523	10	N	N	2	*	177,*
contig_195	234360	18	N	N	4	*	*,195
contig_706	232660	5	N	N	1	*	*,706,*
contig_2	224654	11	N	N	1	*	*,2,-149,*
contig_159	220967	6	N	N	1	*	*,159,*
contig_987	217244	18	N	N	3	*	987
contig_252	205168	11	N	N	1	*	*,252,*
contig_40	200689	14	N	N	2	*	40
contig_253	198839	5	N	N	1	*	*,253,*
contig_499	197828	10	N	N	2	*	*,499,*
contig_975	186805	4	N	N	1	*	*,975,*
contig_476	183387	5	N	N	1	*	*,476,*
contig_386	177003	15	N	N	4	*	-469,-468,386
contig_247	173396	20	N	N	4	*	247,28,27
contig_138	159765	7	N	N	1	*	*,138,*
contig_1028	158340	8	N	N	1	*	*,1028,*
contig_952	151312	4	N	N	1	*	*,952,*
contig_280	151025	4	N	N	1	*	*,280,*
contig_100	146779	11	N	N	2	*	100,966
contig_450	146024	6	N	N	1	*	*,450,*
contig_1024	144148	5	N	N	1	*	*,1024,*
contig_72	143944	5	N	N	1	*	*,72,*
contig_813	143840	4	N	N	1	*	*,813,*
contig_565	142837	7	N	N	1	*	228,229,565,*
contig_86	140507	7	N	N	1	*	-962,86,*
contig_353	137770	19	N	N	4	*	-511,353
contig_419	137453	11	N	N	1	*	*,419,421
contig_76	137394	6	N	N	1	*	*,76,*
contig_5	132746	12	N	N	2	*	5
contig_479	132428	8	N	N	2	*	*,479,*
contig_32	130569	7	Y	N	1	*	32
contig_691	130505	6	N	N	1	*	*,691,*
contig_438	130022	6	N	N	1	*	*,438,*
contig_84	129247	8	N	N	2	*	*,84,*
contig_14	125390	5	N	N	1	*	*,14,*
contig_922	122830	4	N	N	1	*	*,922
contig_112	122503	5	N	N	1	*	*,112,116,117,117,117,117,117,117
contig_170	121914	4	N	N	1	*	*,170,-171
contig_905	118604	5	N	N	1	*	*,905,*
contig_321	118161	4	N	N	1	*	*,321
contig_133	115048	5	N	N	1	*	133,-63
contig_546	114053	9	N	N	2	*	*,546,*
contig_860	110026	5	N	N	1	*	*,860,*
contig_611	109305	17	N	N	3	*	611,-68,*
contig_1002	109220	4	N	N	1	*	*,1002,*
contig_174	109028	8	N	N	2	*	*,174,*
contig_190	107543	6	N	N	1	*	*,190,*
contig_52	105072	3	N	N	1	*	*,52,*
contig_182	104407	4	N	N	1	*	*,182,*
contig_473	103823	6	N	N	1	*	*,473,*
contig_277	103756	6	N	N	1	*	*,277,*
contig_986	101866	8	N	N	2	*	986
contig_127	98985	10	N	N	2	*	*,127,*
contig_972	97979	21	N	N	5	*	147,972
contig_622	97468	5	N	N	1	*	*,622,*
contig_313	95312	5	N	N	1	*	*,313,*
contig_110	95118	6	N	N	1	*	*,106,107,110
contig_996	93241	8	N	N	1	*	*,996,*
contig_1022	91803	4	N	N	1	*	*,1022,*
contig_55	90322	10	N	N	2	*	-53,55,-54
contig_314	88520	7	N	N	1	*	314,*
contig_99	88366	9	N	N	3	*	*,99,*
contig_494	87906	9	N	N	2	*	*,494,*
contig_609	86911	5	N	N	1	*	*,609,*
contig_291	85388	3	N	N	1	*	*,291,*
contig_199	85015	13	N	N	2	*	*,199,*
contig_413	84847	5	N	N	1	*	*,413,*
contig_964	84733	7	N	N	2	*	962,964,*
contig_624	83651	5	N	N	1	*	*,624,*
contig_664	82249	7	N	N	1	*	*,664,*
contig_626	82098	4	N	N	1	*	*,626,*
contig_26	82008	14	N	N	3	*	26,27
contig_570	80440	12	N	N	2	*	*,570,*
contig_39	80050	5	N	N	1	*	-27,39,*
contig_342	79269	6	N	N	1	*	*,342,*
contig_543	79153	4	N	N	1	*	*,543,*
contig_399	78194	10	N	N	2	*	399
contig_240	78129	8	N	N	2	*	*,240,*
contig_559	78040	3	N	N	1	*	*,559,*
contig_309	77616	5	N	N	1	*	*,309,*
contig_632	77275	4	N	N	1	*	*,632,*
contig_512	76443	16	N	N	4	*	512
contig_603	74037	8	N	N	1	*	*,603,*
contig_807	73356	6	N	N	1	*	*,807,*
contig_995	73130	4	N	N	1	*	*,995,*
contig_368	72901	4	N	N	1	*	*,368,*
contig_606	72641	5	N	N	1	*	*,606,*
contig_1013	72244	3	N	N	1	*	*,1013
contig_23	72058	4	N	N	1	*	*,23,-515
contig_902	71945	6	N	N	1	*	*,902,*
contig_732	71813	5	N	N	1	*	*,732,*
contig_620	71377	5	N	N	1	*	*,620
contig_835	71260	9	N	N	2	*	*,835,*
contig_307	69769	5	N	N	1	*	*,307,*
contig_522	69140	5	N	N	1	*	*,522,*
contig_817	68656	3	N	N	1	*	*,817,*
contig_658	68181	6	N	N	1	*	966,658,*
contig_957	68054	7	N	N	1	*	*,956,957,*
