#seq_name	length	cov.	circ.	repeat	mult.	alt_group	graph_path
contig_52	880630	16	N	N	2	*	*,52,-68,-67
contig_111	725809	15	N	N	3	*	*,111,*
contig_25	598837	18	N	N	2	*	25,-430,*
contig_134	461261	13	N	N	2	*	134,45
contig_399	272925	14	N	N	3	*	*,399,*
contig_201	227124	11	N	N	1	*	*,201,*
contig_93	212578	16	N	N	3	*	*,93
contig_55	192844	17	N	N	3	*	-791,55
contig_788	170834	11	N	N	1	*	*,788,*
contig_37	167605	17	N	N	3	*	37,227
contig_13	161352	9	N	N	1	*	13,*
contig_71	159803	16	N	N	3	*	214,67,68,71,563,563,*
contig_77	131317	7	N	N	1	*	*,77,*
contig_160	125405	10	N	N	1	*	*,160,*
contig_649	106094	4	N	N	1	*	*,649,*
contig_66	101088	9	N	N	2	*	*,66,*
contig_218	95663	5	N	N	1	*	*,218,*
contig_123	92947	16	N	N	2	*	214,67,123
contig_370	85481	8	N	N	1	*	*,370,*
contig_219	85430	6	N	N	1	*	*,219,*
contig_42	82560	9	N	N	2	*	*,42,*
contig_349	82075	8	N	N	2	*	*,349,*
contig_365	81134	14	N	N	2	*	365
contig_306	80698	8	N	N	2	*	306,*
contig_234	79652	5	N	N	1	*	*,234,*
contig_787	78154	4	N	N	1	*	*,787,*
contig_785	75787	7	N	N	1	*	*,785,*
contig_693	75405	6	N	N	1	*	*,693,*
contig_474	75335	5	N	N	1	*	*,474,*
contig_347	74610	5	N	N	1	*	*,347,*
contig_210	72911	4	N	N	1	*	210,-804,*
contig_205	71075	19	N	N	3	*	205
contig_242	69487	4	N	N	1	*	*,242,*
contig_503	69402	9	N	N	1	*	*,503,*
contig_106	68500	9	N	N	2	*	*,-312,106,34,33,32
contig_822	67897	7	N	N	1	*	*,822,*
contig_150	67874	8	N	N	1	*	*,150,*
contig_325	65711	5	N	N	1	*	*,325,-340,*
contig_521	64087	7	N	N	1	*	*,521,*
contig_206	62468	9	N	N	2	*	*,206,*
contig_725	62264	5	N	N	1	*	*,725,*
contig_43	62073	5	N	N	1	*	*,43,*
contig_171	61797	11	N	N	1	*	171,*
contig_39	61566	4	N	N	1	*	*,39,*
contig_248	61271	4	N	N	1	*	*,248,*
contig_794	60047	19	N	N	4	*	794
contig_124	59741	4	N	N	1	*	*,124,*
contig_281	59569	11	N	N	1	*	*,281,*
contig_63	59384	4	N	N	1	*	*,63
contig_583	58755	4	N	N	1	*	*,583,*
contig_40	57964	5	N	N	1	*	*,40,*
contig_48	57273	6	N	N	1	*	45,48,*
contig_1	55999	5	N	N	1	*	*,1,*
contig_835	55710	3	N	N	1	*	*,835,658,*
contig_410	55622	10	N	N	2	*	*,409,410,*
contig_682	55553	4	N	N	1	*	*,682,*
contig_656	54878	10	N	N	2	*	*,430,656,*
contig_648	54706	5	N	N	1	*	*,648,*
contig_508	52324	4	N	N	1	*	*,508,*
contig_711	52314	6	N	N	1	*	*,711,*
contig_50	52207	5	N	N	1	*	*,50,*
contig_301	52067	6	N	N	1	*	*,301,*
contig_23	51762	20	N	N	4	*	23
contig_786	51695	7	N	N	1	*	*,786,*
contig_5	51172	6	N	N	1	*	*,638,5,*
contig_64	50682	4	N	N	1	*	*,64,*
contig_137	49307	13	N	N	2	*	145,137,-204,*
