#seq_name	length	cov.	circ.	repeat	mult.	alt_group	graph_path
contig_430	1006225	32	N	N	5	*	*,430,642,*
contig_89	629784	12	N	N	2	*	*,89
contig_416	617826	13	N	N	2	*	416
contig_270	611370	9	N	N	1	*	*,-945,270,*
contig_237	564798	10	N	N	1	*	804,237,2176,*
contig_90	512533	11	N	N	1	*	90,*
contig_278	499608	17	N	N	2	*	278,-2124
contig_299	434291	25	N	N	4	*	2059,299,-298
contig_410	412283	12	N	N	2	*	-473,474,410,*
contig_759	406374	23	N	N	3	*	759,-617,*
contig_634	372878	12	N	N	1	*	*,634,*
contig_509	306815	9	N	N	1	*	*,509,*
contig_626	298110	11	N	N	1	*	*,626,*
contig_302	284395	21	N	N	3	*	298,302
contig_259	277352	11	N	N	1	*	-936,259,781,782
contig_1045	269928	33	N	N	4	*	-60,59,1045,478
contig_207	266623	17	N	N	2	*	207,*
contig_91	256240	10	N	N	1	*	*,91,*
contig_331	256041	6	N	N	1	*	-204,2048,331,*
contig_1027	254940	27	N	N	4	*	1027
contig_184	241120	10	N	N	1	*	*,184,*
contig_321	241080	6	N	N	1	*	-497,321,*
contig_675	240777	9	N	N	1	*	*,675,804
contig_2126	239925	7	N	N	1	*	*,2126,*
contig_637	237392	8	N	N	1	*	*,637,*
contig_235	236264	5	N	N	1	*	-2048,235,*
contig_327	229728	6	N	N	1	*	327,*
contig_383	228106	9	N	N	1	*	383,*
contig_234	227672	8	N	N	1	*	*,234,*
contig_902	222423	6	N	N	1	*	*,902,*
contig_2105	209727	14	N	N	2	*	2105
contig_140	192194	6	N	N	1	*	*,140,*
contig_453	190821	6	N	N	1	*	453,*
contig_290	188585	8	N	N	1	*	*,290,2056
contig_113	186993	8	N	N	1	*	*,113,*
contig_355	183266	37	N	N	6	*	355,-187,-193
contig_1179	179556	6	N	N	1	*	*,1179,*
contig_400	179467	10	N	N	1	*	*,400
contig_2017	176907	31	N	N	4	*	2017,-1042
contig_1404	166625	10	N	N	2	*	*,1404,*
contig_76	164766	8	N	N	1	*	*,76,2049,*
contig_2055	164355	6	N	N	1	*	*,2055,*
contig_687	164140	6	N	N	1	*	88,687,*
contig_1911	159704	5	N	N	1	*	*,1911,*
contig_1349	157708	26	N	N	3	*	1349
contig_699	154072	7	N	N	1	*	*,699,*
contig_300	153128	28	N	N	4	*	-298,300
contig_495	152998	8	N	N	1	*	494,495,496,497
contig_74	151670	7	N	N	1	*	2072,74,*
contig_2012	150375	4	N	N	1	*	*,2012,*
contig_602	147004	9	N	N	1	*	*,602,*
contig_1609	146367	8	N	N	1	*	*,1609,*
contig_712	143256	7	N	N	1	*	*,712,*
contig_2149	142958	5	N	N	1	*	*,-2150,2149,*
contig_223	140453	7	N	N	1	*	*,223,*
contig_692	136891	8	N	N	1	*	*,692,*
contig_899	135665	29	N	N	5	*	899
contig_2037	134409	6	N	N	1	*	*,2037,*
contig_465	134171	14	N	N	2	*	465
contig_2128	132472	4	N	N	1	*	*,2128,*
contig_4	129828	14	N	N	2	*	4,-473
contig_658	126679	36	N	N	6	*	*,-645,-642,658,193
contig_1724	125971	6	N	N	1	*	*,1724,*
contig_1382	125890	8	N	N	1	*	*,1382,*
