#seq_name	length	cov.	circ.	repeat	mult.	alt_group	graph_path
contig_177	920389	25	N	N	4	*	-1910,-1909,177,*
contig_56	810131	5	N	N	1	*	*,-1552,56,*
contig_2	772689	10	N	N	1	*	2,*
contig_204	666784	9	N	N	1	*	204,*
contig_413	652337	13	N	N	1	*	*,413
contig_843	608606	12	N	N	2	*	843,*
contig_295	607360	11	N	N	1	*	*,295,*
contig_374	524927	17	N	N	2	*	374
contig_106	451068	15	N	N	3	*	106,*
contig_118	442099	16	N	N	2	*	*,118,*
contig_172	435426	29	N	N	5	*	172
contig_1856	429664	10	N	N	1	*	*,1856,*
contig_1130	416185	9	N	N	1	*	1130
contig_11	413475	9	N	N	1	*	*,11,*
contig_207	389252	27	N	N	5	*	-358,-357,207
contig_1977	385682	5	N	N	1	*	*,1977,*
contig_71	384719	18	N	N	3	*	71
contig_320	382642	33	N	N	6	*	-319,320,1928
contig_45	379906	16	N	N	2	*	1898,45
contig_583	360331	11	N	N	1	*	*,583,*
contig_842	357017	13	N	N	1	*	*,842,*
contig_538	349666	11	N	N	1	*	*,538,*
contig_136	345051	9	N	N	1	*	*,136
contig_12	335419	8	N	N	1	*	12,*
contig_218	331924	21	N	N	3	*	215,218,-217
contig_1511	327363	8	N	N	1	*	2029,1511,2029
contig_388	323935	21	N	N	3	*	-379,388
contig_978	309161	28	N	N	5	*	1975,692,978
contig_1123	301681	11	N	N	1	*	*,1123,*
contig_520	293841	10	N	N	1	*	*,520,*
contig_2037	293668	8	N	N	1	*	*,2037,*
contig_173	285006	13	N	N	1	*	*,-2011,173
contig_123	279220	12	N	N	1	*	*,123,*
contig_906	277134	9	N	N	1	*	*,906,*
contig_21	276249	15	N	N	2	*	21
contig_661	273172	9	N	N	1	*	661,*
contig_1141	265662	7	N	N	1	*	*,1141,*
contig_369	261378	26	N	N	5	*	369
contig_392	260452	19	N	N	4	*	-1892,-70,-67,392,1940,435
contig_13	258447	7	N	N	1	*	13,-1939
contig_373	255227	18	N	N	3	*	373
contig_825	252015	10	N	N	1	*	*,825,*
contig_1068	244257	9	N	N	1	*	*,1068,*
contig_121	242441	18	N	N	3	*	1899,-113,121,-282,1922
contig_1521	238654	6	N	N	1	*	*,1521,*
contig_1946	226723	4	N	N	1	*	*,1946,*
