#seq_name	length	cov.	circ.	repeat	mult.	alt_group	graph_path
contig_78	42071	36	N	N	1	*	-162,78,-106,-104,-105,*
contig_335	31187	20	Y	N	1	*	335
contig_199	27872	37	N	N	1	*	199,-162
contig_302	27823	60	N	N	1	*	162,302,146,146,148,148,147,*
contig_210	17004	6	N	N	1	*	*,210,*
contig_310	16357	16	N	N	2	*	*,310,*
contig_268	14360	7	N	N	1	*	*,268,*
contig_217	11046	7	N	N	1	*	*,217,*
contig_127	10290	5	N	N	1	*	*,127,*
contig_82	10206	7	N	N	1	*	*,82,*
contig_308	10067	14	Y	N	2	*	308
contig_161	9726	44	Y	N	4	*	161
contig_345	9715	20	N	N	2	*	288,345,289,289,289
contig_252	9540	6	N	N	1	*	*,252,*
contig_279	9195	3	N	N	1	*	*,279,*
contig_203	9108	8	Y	N	2	*	203
contig_239	8707	9	Y	N	1	*	239
contig_79	8199	3	N	Y	1	*	79,*
contig_152	8085	6	N	N	1	*	*,152,*
contig_325	8052	16	Y	N	2	*	325
contig_329	7897	21	Y	N	1	*	329
contig_286	7718	4	N	N	1	*	*,286,*
contig_254	7626	5	N	N	1	*	*,254,*
contig_227	7207	20	Y	N	1	*	227
contig_216	7206	20	Y	N	5	*	216
contig_173	7038	4	N	N	1	*	*,173,*
contig_321	7014	20	Y	N	2	*	321
contig_99	6805	95	Y	N	5	*	99
contig_266	6756	52	Y	N	1	*	266
contig_340	6749	17	Y	N	2	*	340
contig_134	6689	18	N	N	3	*	*,134,*
contig_238	6673	3	N	N	1	*	*,238,*
contig_81	6379	20	N	N	2	*	70,70,70,70,70,70,81,*
contig_158	6315	13	N	N	3	*	*,158,*
contig_129	6120	3	N	N	1	*	*,129,*
contig_253	6090	5	N	N	1	*	*,253,*
contig_155	6034	7	N	N	1	*	*,155,*
contig_320	6003	8	Y	N	1	*	320
contig_307	5881	3	N	N	1	*	*,307,*
contig_234	5707	19	N	N	2	*	234,-233,-230,-232,-230
contig_324	5619	21	Y	N	1	*	324
contig_314	5609	17	Y	N	2	*	314
contig_330	5418	20	Y	N	1	*	330
contig_145	5412	7	N	N	1	*	*,145,*
contig_326	5387	20	Y	N	1	*	326
contig_226	5159	21	N	N	5	*	*,226,*
contig_316	5101	34	Y	N	1	*	316
contig_220	5066	18	Y	Y	2	*	220
contig_149	5046	20	N	N	1	*	*,149,*
contig_303	4950	17	Y	Y	4	*	303
contig_103	4933	3	N	N	1	*	*,103,*
contig_204	4918	4	N	N	1	*	*,204,*
contig_237	4908	3	N	N	1	*	*,237,*
contig_344	4894	33	Y	Y	1	*	344
contig_219	4865	26	Y	Y	1	*	219
contig_218	4848	39	Y	Y	1	*	218
contig_56	4779	18	N	Y	1	*	56
contig_212	4740	195	Y	Y	2	*	212
contig_100	4688	15	Y	Y	2	*	100
contig_80	4594	3	N	N	1	*	*,80,*
contig_305	4584	64	Y	Y	1	*	305
contig_334	4581	61	Y	Y	1	*	334
contig_276	4574	4	N	N	1	*	*,276,*
contig_83	4561	6	N	N	1	*	*,83,*
contig_313	4560	12	Y	Y	2	*	313
contig_85	4409	4	N	N	1	*	*,85,*
contig_235	4364	18	N	N	1	*	235,-233,-231,-230
contig_67	4341	20	N	Y	6	*	67
contig_126	4293	3	N	N	1	*	*,126,*
contig_317	4278	26	Y	Y	1	*	317
contig_2	4202	36	Y	Y	1	*	2
contig_299	4133	9	N	N	2	*	*,299,*
contig_332	4051	22	Y	Y	7	*	332
contig_311	4037	6	Y	Y	1	*	311
contig_331	4008	30	Y	Y	1	*	331
contig_113	3977	20	N	Y	3	*	113
contig_309	3966	20	Y	Y	10	*	309
contig_336	3928	37	Y	Y	1	*	336
contig_333	3869	25	Y	Y	1	*	333
contig_278	3862	3	N	N	1	*	*,278,*
contig_4	3846	91	N	Y	15	*	4
contig_125	3845	38	N	Y	3	*	125
contig_53	3837	47	N	Y	5	*	53
contig_201	3811	4	N	Y	1	6	*,201,*
contig_250	3779	10	N	N	1	*	*,250,*
contig_228	3750	18	N	N	4	*	*,228,*
contig_294	3731	4	N	N	1	*	*,294,*
contig_153	3715	20	Y	Y	5	*	153
contig_275	3711	20	N	N	2	*	*,275,*
contig_1	3691	32	Y	Y	1	*	1
contig_339	3686	15	Y	Y	7	*	339
contig_209	3672	6	N	N	1	*	*,209,*
contig_342	3668	22	Y	Y	1	*	342
contig_150	3659	15	N	N	1	*	*,150,*
contig_319	3583	30	Y	Y	1	*	319
contig_102	3562	4	N	N	1	*	*,102,*
contig_287	3547	13	N	N	3	*	*,287,*
contig_221	3434	28	N	N	1	*	*,221,*
contig_154	3425	55	Y	Y	1	*	154
contig_160	3384	21	Y	Y	1	*	160
contig_322	3384	56	Y	Y	1	*	322
contig_315	3373	20	Y	Y	4	*	315
contig_304	3368	20	Y	Y	2	*	304
contig_318	3356	83	Y	Y	1	*	318
contig_170	3343	3	N	N	1	*	*,170,*
contig_242	3278	3	N	N	1	*	*,242,*
contig_196	3272	7	N	N	1	*	*,196,*
contig_263	3258	3	N	N	1	*	*,263,*
contig_341	3213	93	Y	Y	2	*	341
contig_271	3206	3	N	N	1	*	*,271,*
contig_267	3158	59	Y	Y	1	*	267
contig_328	3131	90	Y	Y	1	*	328
contig_163	3120	21	N	N	5	*	*,163,*
contig_169	3096	20	N	N	5	*	*,169,*
contig_211	3090	5	N	N	1	*	*,211,*
contig_208	3081	33	Y	Y	1	*	208
contig_323	3072	11	Y	Y	1	*	323
contig_130	3059	15	N	N	3	*	*,130,*
contig_265	3025	3	N	N	1	*	*,265,*
contig_273	3023	3	N	N	1	*	*,273,*
contig_194	2940	20	N	N	1	*	*,194,*
contig_306	2777	113	Y	Y	1	*	306
contig_277	2754	13	Y	Y	2	*	277
contig_197	2718	25	N	N	6	*	*,197,*
contig_157	2709	17	N	N	3	*	*,157,*
contig_338	2686	69	Y	Y	8	*	338
contig_337	2680	15	Y	Y	1	*	337
contig_90	2673	4	N	N	1	*	*,90,*
contig_283	2668	19	N	N	4	*	*,283,*
contig_30	2634	20	N	Y	6	*	30
contig_343	2583	36	Y	Y	1	*	343
contig_272	2538	33	Y	Y	1	*	272
contig_213	2524	3	N	N	1	*	*,213,*
contig_281	2515	12	N	N	2	*	*,281,*
contig_69	2460	47	N	N	7	*	*,69,*
contig_327	2453	49	N	Y	1	*	327
contig_293	2405	5	N	N	1	*	*,293,*
contig_274	2403	3	N	N	1	*	*,274,*
