#seq_name	length	cov.	circ.	repeat	mult.	alt_group	graph_path
contig_546	48097	55	N	N	1	*	546,-228,-228,-227,-226,-226,-226,-226,*
contig_276	47046	8	N	N	2	*	*,276,*
contig_36	46186	48	N	N	1	*	-275,-277,36
contig_598	30702	36	Y	N	1	*	598
contig_34	29201	16	N	N	1	*	13,13,13,13,13,13,13,13,13,13,13,34,378
contig_40	28230	14	N	N	2	*	40,*
contig_275	26324	42	N	Y	1	*	275
contig_548	24332	16	N	N	1	*	548,44,44,54,44,44,44,44,44,44,44,54,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,-157
contig_225	17085	11	N	N	1	*	*,225,*
contig_369	15338	19	N	Y	6	*	369
contig_8	13672	17	N	N	2	*	*,8,*
contig_300	13432	3	N	N	1	*	*,300,*
contig_333	12827	7	N	N	1	*	*,333,*
contig_540	12489	3	N	N	1	*	*,540,*
contig_327	12172	10	N	N	2	*	*,327,*
contig_29	11461	83	N	N	4	*	-14,-14,-14,-14,-14,-14,-14,-14,-14,29
contig_418	11129	3	N	N	1	*	*,418,*
contig_436	10521	7	N	N	1	*	-438,436,-438
contig_294	10468	3	N	N	1	*	*,294,*
contig_352	10448	5	N	N	1	*	*,352,*
contig_188	10387	4	N	N	1	*	*,188,*
contig_474	10187	21	N	N	1	*	474,475,475,475,475,475,475
contig_221	9754	3	N	N	1	*	*,221,*
contig_387	9525	6	N	N	1	*	*,387,*
contig_340	9204	78	N	N	2	*	*,340,*
contig_299	9131	20	N	N	4	*	*,299,*
contig_596	8981	12	Y	Y	4	*	596
contig_279	8860	3	N	N	1	*	*,279,*
contig_351	8649	23	Y	N	1	*	351
contig_332	8375	3	N	N	1	*	*,332,*
contig_511	8274	22	Y	N	1	*	511
contig_194	8250	24	N	N	6	*	189,189,189,189,189,189,189,189,189,193,189,189,189,189,189,189,189,189,194,584,*
contig_224	8184	3	N	N	1	*	*,224,*
contig_271	8158	20	Y	N	1	*	271
contig_577	8128	20	Y	N	1	*	577
contig_552	8017	22	Y	N	1	*	552
contig_502	7990	4	N	N	1	*	*,502,*
contig_400	7930	20	N	Y	6	*	400
contig_302	7884	9	N	N	2	*	*,302,*
contig_442	7810	3	N	N	1	*	*,442,*
contig_467	7796	20	N	N	2	*	466,467,465,466
contig_498	7642	3	N	N	1	*	*,498,*
contig_6	7555	7	N	N	1	*	*,6,*
contig_375	7409	19	Y	N	1	*	375
contig_579	7409	22	Y	N	3	*	579
contig_454	7405	3	N	N	1	*	*,454,*
