#seq_name	length	cov.	circ.	repeat	mult.	alt_group	graph_path
contig_32	134033	6	N	N	1	*	32
contig_263	89457	17	N	N	1	*	58,59,263,*
contig_119	87059	7	N	N	1	*	*,119,*
contig_90	69302	6	N	N	1	*	*,90,*
contig_335	60018	7	N	N	1	*	112,335,*
contig_45	58113	5	N	N	1	*	*,45
contig_42	57818	6	N	N	1	*	*,42,479,479,479,*
contig_9	51207	5	N	N	1	*	-18,9,26
contig_250	50444	4	N	N	1	*	*,250,*
contig_406	49529	4	N	N	1	*	*,406,*
contig_118	49092	5	N	N	1	*	30,118,*
contig_282	49007	5	N	N	1	*	*,282,*
contig_224	45304	6	N	N	1	*	*,224,*
contig_398	44775	5	N	N	1	*	*,398,*
contig_113	40957	7	N	Y	1	*	113
contig_27	38435	9	N	N	1	*	48,27
contig_172	37910	5	N	N	1	*	172,*
contig_188	37735	6	N	N	1	*	*,188,*
contig_117	37558	6	N	N	1	*	30,117,-48
contig_380	37113	4	N	N	1	*	*,380,*
contig_36	36999	6	N	N	1	*	-52,48,36
contig_347	36499	5	N	N	1	*	*,347,*
contig_396	35033	4	N	N	1	*	*,396,*
contig_473	34438	6	N	N	1	*	*,473,*
contig_360	33457	7	N	N	1	*	*,360,*
contig_225	32748	9	N	N	1	*	223,225,329
contig_308	32141	6	N	N	1	*	*,308,*
contig_41	31702	7	N	N	1	*	41
contig_51	31690	6	N	N	1	*	51,*
contig_482	31674	3	N	N	1	*	*,482,*
contig_16	31005	6	N	N	1	*	-113,16,26
contig_454	30592	13	Y	N	1	*	454
contig_404	30137	5	N	N	1	*	*,404,*
contig_392	29095	5	N	N	1	*	*,392,*
contig_84	28773	5	N	N	1	*	81,81,81,81,84,*
contig_120	28402	5	N	N	1	*	*,120,*
contig_419	28256	5	N	N	1	*	*,419,*
contig_371	28205	5	N	N	1	*	*,371,*
contig_198	28085	4	N	N	1	*	*,198,*
contig_490	27617	3	N	N	1	*	*,490,*
contig_381	26447	5	N	N	1	*	*,381,*
contig_15	26349	6	N	N	1	*	-18,15,*
contig_307	26222	4	N	N	1	*	*,307,*
contig_87	25978	4	N	N	1	*	*,87,*
contig_200	25598	6	N	N	1	*	*,200,*
contig_3	25258	4	N	N	1	*	*,3,*
contig_108	25088	7	N	N	1	*	108,*
contig_391	24954	5	N	N	1	*	*,391,*
contig_23	24416	5	N	N	1	*	-11,23,*
contig_338	24011	5	N	N	1	*	*,338,*
contig_22	23997	6	N	N	1	*	-11,22,*
contig_329	23818	8	N	Y	1	*	329
contig_461	23811	3	N	N	1	*	*,461,*
contig_424	23185	3	N	N	1	*	*,424,*
contig_376	23036	7	N	N	1	*	*,376,*
contig_341	22754	4	N	N	1	*	*,341,*
contig_428	22717	3	N	N	1	*	*,428,*
contig_214	22530	4	N	N	1	*	*,214,*
contig_105	22412	6	N	N	1	*	105
contig_1	22160	10	Y	N	1	*	1
contig_358	21609	5	N	N	1	*	*,358,*
contig_40	21337	5	N	N	1	*	40,*
contig_336	21124	4	N	N	1	*	*,336,*
contig_414	20977	6	N	N	1	*	*,414,*
contig_345	20343	6	N	N	1	*	*,345,*
contig_442	20291	6	N	Y	1	*	442,*
contig_46	20287	3	N	N	1	*	*,46,*
contig_410	20196	4	N	N	1	*	*,410,*
contig_460	19780	5	N	N	1	*	*,460,*
contig_342	19622	5	N	N	1	*	*,342,*
contig_437	19552	3	N	N	1	*	*,437,*
contig_373	19372	4	N	N	1	*	*,373,*
contig_374	19353	5	N	N	1	*	*,374,*
contig_377	19276	5	N	N	1	*	*,377,*
contig_321	19259	4	N	N	1	*	*,321,*
contig_331	19196	4	N	N	1	*	*,331,*
contig_370	18644	4	N	N	1	*	*,370,*
contig_405	18549	5	N	N	1	*	*,405,*
contig_362	18466	3	N	N	1	*	*,362,*
contig_348	18438	7	N	N	1	*	*,348,*
contig_375	18408	4	N	N	1	*	*,375,*
contig_359	18347	8	N	N	1	*	*,359,*
contig_393	18150	7	N	N	1	*	*,393,*
contig_441	18049	7	N	N	1	*	112,-53,-18,441
contig_400	17748	6	N	N	1	*	*,400,*
contig_325	17641	4	N	N	1	*	*,325,*
contig_70	17624	20	N	N	2	*	-67,70,-59,-58,-61
contig_453	17554	6	N	N	1	*	*,453,*
